Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
Taliyah Payne,25,Female,Normal,Good,Normal,Much,Yes
Caitlin Bryan,17,Male,Raised,Bad,Rushed,Much,No
Kendrick Hernandez,32,Female,Raised,Bad,Normal,None,No
Manuel Ayala,27,Male,Raised,Bad,Normal,Much,Yes
Trace Green,29,Male,Raised,Normal,Rushed,None,No
Justus Benson,31,Male,Normal,Bad,Slow,Much,Yes
Kristin Spence,21,Male,Raised,Bad,Rushed,None,No
Nicole Finley,21,Female,Normal,Bad,Normal,Much,Yes
Zoe Barr,50,Female,Normal,Bad,Normal,Much,Yes
Addison Hendricks,39,Male,Normal,Good,Normal,Little,Yes
Sierra Vaughn,33,Female,Raised,Good,Normal,Much,Yes
Mallory Tate,24,Female,Raised,Normal,Rushed,None,No
Mayra Le,21,Male,Normal,Bad,Rushed,None,No
Patrick Freeman,17,Female,Raised,Bad,Rushed,Little,No
Edith Watts,34,Female,Normal,Good,Normal,Much,Yes
Enrique Stevenson,49,Female,Normal,Good,Normal,Much,Yes
Faith Glenn,34,Female,Normal,Good,Normal,Much,Yes
Gisselle Richard,36,Female,Normal,Bad,Rushed,None,No
Reese Bentley,44,Female,Normal,Bad,Normal,Much,Yes
Sierra Todd,23,Male,Normal,Good,Rushed,Much,No
Eli Wiley,23,Male,Raised,Bad,Rushed,None,No
Kamden Barajas,39,Male,Normal,Bad,Normal,Much,Yes
Amari Stein,45,Male,Raised,Good,Normal,Much,Yes
Tara Moreno,47,Male,Normal,Good,Normal,Much,Yes
Zavier Huerta,18,Male,Raised,Bad,Normal,None,No
Stella Holden,35,Male,Normal,Bad,Rushed,None,No
Patricia Galvan,42,Male,Normal,Bad,Rushed,None,No
Ben Aguirre,18,Male,Raised,Bad,Rushed,Much,No
Dayami Riley,21,Female,Raised,Bad,Rushed,None,No
Jamarcus Quinn,22,Female,Normal,Normal,Normal,Much,Yes
Ariel Stokes,34,Male,Raised,Bad,Slow,None,No
Leyla Moore,31,Female,Normal,Normal,Normal,Much,Yes
Dangelo Burke,29,Male,Normal,Good,Normal,Much,Yes
Gary Holmes,39,Male,Raised,Good,Rushed,Much,Yes
Colt Adams,18,Male,Raised,Normal,Rushed,None,No
Travis Michael,47,Male,Raised,Bad,Rushed,Much,No
Riley Burke,25,Male,Normal,Bad,Rushed,None,No
Isabelle Forbes,30,Male,Normal,Normal,Normal,Much,Yes
Summer Collier,30,Male,Normal,Normal,Normal,Much,Yes
Mackenzie Mcmillan,17,Male,Raised,Bad,Rushed,None,No
Arnav Shea,47,Male,Raised,Good,Normal,Much,Yes
Lindsay Hill,27,Female,Raised,Good,Slow,None,No
Roland Hutchinson,50,Male,Normal,Good,Slow,Much,Yes
Landen Walter,17,Male,Raised,Bad,Rushed,None,No
Kenzie York,32,Female,Raised,Bad,Rushed,Little,No
Regan Velez,26,Female,Raised,Good,Rushed,None,No
Yandel Sellers,45,Male,Raised,Good,Slow,Much,Yes
Tianna Hooper,40,Male,Raised,Normal,Normal,Much,Yes
Ryleigh Bird,34,Female,Normal,Normal,Normal,Much,Yes
Uriah Benton,42,Male,Normal,Normal,Slow,Much,Yes
Alma Nash,26,Female,Raised,Bad,Normal,None,No
Brynlee Jackson,30,Male,Raised,Good,Rushed,Little,Yes
Hadassah Foster,21,Female,Normal,Bad,Rushed,None,No
Ryder Owen,49,Male,Raised,Normal,Normal,Normal,Yes
Arnav Campos,30,Male,Normal,Bad,Normal,Much,Yes
Gloria Reeves,34,Female,Normal,Bad,Rushed,None,No
Landen Vaughn,29,Male,Raised,Bad,Rushed,None,No
Lilian Pruitt,31,Male,Normal,Good,Slow,Much,Yes
Killian Stanley,26,Female,Raised,Bad,Slow,None,No
Aileen Benson,45,Male,Normal,Good,Rushed,Little,Yes
Riley Fry,32,Male,Raised,Bad,Slow,None,No
Khalil Fuentes,50,Male,Raised,Bad,Rushed,None,No
Harper Mcdowell,38,Female,Normal,Good,Normal,Much,Yes
Izayah Shea,34,Female,Normal,Normal,Rushed,None,No
Kaitlyn Cline,17,Male,Normal,Bad,Rushed,None,No
Antwan Cox,50,Male,Raised,Normal,Normal,Much,Yes
Antoine Bean,32,Female,Normal,Bad,Normal,Normal,Yes
Kiana Michael,19,Female,Raised,Bad,Rushed,None,No
Tucker Bailey,47,Male,Normal,Normal,Normal,Much,Yes
Rylie Yu,37,Male,Raised,Good,Slow,Normal,Yes
Jazlyn Burton,41,Female,Normal,Good,Normal,Normal,Yes
Kolby Mcpherson,27,Female,Normal,Bad,Normal,Much,Yes
Gustavo Braun,45,Male,Normal,Good,Normal,Much,Yes
Kendall Ruiz,27,Male,Normal,Good,Rushed,Normal,Yes
Elian Baxter,40,Female,Raised,Normal,Normal,Much,Yes
Annalise Beasley,47,Female,Normal,Bad,Rushed,Much,Yes
Matilda Spears,44,Female,Normal,Bad,Rushed,None,No
Jaron Melton,49,Male,Normal,Good,Normal,Much,Yes
Mollie Ray,47,Male,Raised,Bad,Rushed,Little,Yes
Quinn Richard,24,Female,Raised,Bad,Rushed,None,No
Heidy Hill,35,Female,Normal,Normal,Normal,Little,Yes
Kianna Noble,46,Female,Raised,Good,Normal,Much,Yes
Joey Wong,32,Male,Normal,Bad,Rushed,Little,No
Alfred Marquez,43,Male,Raised,Good,Rushed,Much,Yes
Kaylah Phillips,34,Female,Raised,Good,Normal,Much,Yes
Gregory Patterson,30,Male,Raised,Good,Rushed,None,No
Athena Mays,34,Male,Raised,Bad,Normal,None,No
Darwin Dougherty,33,Female,Normal,Good,Normal,Much,Yes
Emanuel Parsons,40,Male,Normal,Good,Normal,Much,Yes
Kai Frazier,23,Male,Normal,Normal,Rushed,None,No
Shaniya Pope,44,Female,Normal,Good,Normal,Little,Yes
Kamila Long,20,Male,Normal,Good,Normal,Much,Yes
Cohen Hoffman,32,Male,Raised,Good,Rushed,Little,No
Lucas Stafford,24,Male,Normal,Good,Slow,Much,Yes
Alfredo Charles,20,Female,Normal,Bad,Rushed,Much,No
Carlee Orr,44,Female,Raised,Good,Normal,Much,Yes
Gaige Kelley,30,Male,Raised,Good,Slow,None,No
Iliana Green,41,Female,Normal,Good,Normal,Much,Yes
Gary French,19,Male,Raised,Good,Rushed,None,No
Savanah Morrison,26,Female,Raised,Normal,Rushed,Much,Yes
Chelsea Weaver,31,Male,Normal,Normal,Normal,Much,Yes
Shirley Stark,45,Male,Normal,Good,Normal,Much,Yes
Yadira Huffman,38,Female,Normal,Good,Rushed,Much,Yes
Zackery Lara,28,Male,Raised,Normal,Rushed,None,No
Brynlee Vaughn,43,Female,Normal,Good,Normal,Normal,Yes
Alannah Johnston,28,Male,Raised,Bad,Rushed,None,No
Gloria Woods,24,Male,Normal,Good,Rushed,Much,Yes
Kayden Terry,19,Female,Raised,Bad,Rushed,None,No
Cory Mack,17,Male,Normal,Good,Normal,Much,Yes
Evie Donovan,27,Female,Raised,Normal,Rushed,None,No
Jordan Massey,33,Male,Raised,Good,Normal,Much,Yes
Malik Neal,19,Male,Raised,Good,Rushed,None,No
Bianca Dennis,22,Female,Raised,Bad,Rushed,None,No
Brock Monroe,26,Male,Raised,Bad,Rushed,None,No
Aileen Cabrera,22,Female,Raised,Bad,Rushed,None,No
Daphne Valdez,17,Male,Raised,Bad,Rushed,None,No
Kristen Estrada,18,Female,Normal,Bad,Normal,Much,Yes
Zara Warner,31,Female,Raised,Bad,Normal,None,No
Kody Beck,44,Male,Normal,Good,Normal,Much,Yes
Cooper Mcclain,17,Female,Normal,Bad,Rushed,None,No
Karla Whitehead,45,Female,Normal,Good,Normal,Much,Yes
Brenda Cox,31,Male,Raised,Good,Normal,Normal,Yes
Dayton Cantu,19,Female,Raised,Normal,Rushed,None,No
Steve Parks,21,Female,Raised,Good,Normal,Much,Yes
Bradyn Dixon,30,Female,Normal,Good,Normal,Much,Yes
Aydin Donaldson,18,Female,Raised,Bad,Normal,None,No
Brock Huang,23,Male,Normal,Good,Normal,Much,Yes
Autumn Kemp,28,Female,Normal,Good,Normal,Much,Yes
Slade Larsen,35,Male,Raised,Normal,Normal,None,No
Alex Bernard,25,Female,Raised,Normal,Slow,None,No
Jovani Drake,28,Female,Raised,Bad,Rushed,None,No
Averie Riddle,31,Female,Normal,Normal,Normal,Much,Yes
Ansley Lara,48,Male,Normal,Good,Slow,Much,Yes
Bryan Ramirez,22,Female,Normal,Bad,Rushed,None,No
Abdiel Kemp,49,Male,Normal,Good,Slow,None,No
Abel Rice,35,Male,Normal,Normal,Normal,Much,Yes
Paul Barry,22,Male,Raised,Bad,Rushed,None,No
Valery Hobbs,29,Male,Raised,Good,Normal,Much,Yes
Zoe Velazquez,19,Male,Normal,Bad,Rushed,None,No
Landon Ramsey,34,Male,Normal,Bad,Normal,Much,Yes
Aidyn Sutton,45,Male,Raised,Normal,Normal,Much,Yes
Darien Knapp,29,Female,Normal,Bad,Rushed,Much,No
Deon Phelps,19,Female,Raised,Bad,Rushed,Much,No
Kingston Velez,49,Male,Normal,Bad,Slow,Much,Yes
Gisselle Liu,19,Female,Raised,Bad,Slow,Little,No
Charity Hopkins,30,Female,Raised,Normal,Rushed,None,No
Kenya Bernard,38,Female,Raised,Bad,Normal,Much,Yes
Rose Hickman,38,Female,Raised,Bad,Rushed,None,No
Karla Daniels,20,Male,Raised,Bad,Rushed,None,No
Carson Mcdaniel,28,Male,Normal,Good,Normal,Much,Yes
Kayden Charles,20,Male,Raised,Bad,Rushed,None,No
Brenden Chambers,46,Female,Normal,Good,Normal,Much,Yes
Kendal Valdez,26,Male,Normal,Bad,Slow,Little,No
Areli Mccarthy,29,Male,Raised,Bad,Rushed,None,No
Zachariah Booth,33,Female,Raised,Bad,Rushed,Little,No
Saige Hodge,26,Male,Raised,Bad,Normal,Normal,Yes
Skyla Figueroa,34,Male,Raised,Good,Rushed,Much,No
Yuliana Brewer,50,Female,Normal,Good,Slow,Much,Yes
Katherine Poole,45,Male,Normal,Good,Rushed,None,No
Julianne Villanueva,34,Female,Raised,Good,Normal,None,No
Jensen Rivas,50,Female,Raised,Bad,Rushed,Little,No
Sage Benton,33,Female,Raised,Good,Rushed,None,No
Charlize Hunt,22,Male,Normal,Good,Rushed,None,No
Jaylene Baxter,27,Female,Raised,Normal,Normal,Much,Yes
Patience Gilbert,32,Female,Raised,Bad,Rushed,Much,No
Savion Sheppard,37,Male,Normal,Good,Normal,Much,Yes
Evie Blackwell,33,Female,Raised,Bad,Rushed,None,No
Donte Moses,17,Female,Normal,Good,Normal,Much,Yes
Rashad Cardenas,18,Female,Raised,Bad,Rushed,None,No
Omar Mosley,34,Female,Normal,Good,Slow,Much,Yes
Owen Hickman,21,Female,Normal,Good,Slow,None,No
Jean Madden,27,Female,Raised,Bad,Rushed,Little,No
Nicole Bird,35,Female,Raised,Bad,Rushed,None,No
Amira Lynn,19,Female,Normal,Bad,Rushed,None,No
Chaz Hatfield,22,Male,Raised,Bad,Rushed,Little,No
Juliette Conley,30,Male,Raised,Good,Rushed,None,No
Tamara Casey,40,Male,Normal,Good,Normal,Much,Yes
Kennedi Mclean,25,Male,Raised,Bad,Rushed,Much,No
Mike Macdonald,31,Female,Normal,Good,Normal,Normal,Yes
Efrain Flowers,37,Female,Normal,Bad,Normal,Normal,Yes
Logan Stephens,38,Female,Raised,Normal,Rushed,None,No
Isabelle Franklin,20,Male,Raised,Bad,Rushed,None,No
Dayton Fleming,19,Male,Raised,Bad,Rushed,Little,No
Belinda Gonzales,39,Male,Raised,Bad,Normal,Normal,Yes
Deshawn Bryant,24,Male,Normal,Normal,Normal,None,No
Jayla Everett,38,Female,Normal,Good,Slow,Much,Yes
Pamela Douglas,42,Female,Normal,Good,Slow,Much,Yes
Sandra Bowers,27,Female,Raised,Bad,Rushed,None,No
Jerome Harper,25,Male,Raised,Good,Normal,Much,Yes
Shaun Huber,17,Male,Raised,Normal,Rushed,Much,Yes
Ronin Mcconnell,46,Male,Raised,Good,Rushed,Much,Yes
Porter Freeman,28,Female,Raised,Bad,Slow,None,No
Gabriel Lamb,28,Female,Raised,Bad,Rushed,None,No
Sandra Dean,31,Female,Normal,Good,Normal,None,No
Jazlyn Collier,28,Male,Normal,Bad,Normal,Much,No
Sawyer Hickman,23,Male,Raised,Bad,Rushed,None,No
Noelle Franklin,25,Female,Normal,Bad,Rushed,None,No
Toby Mccormick,40,Female,Normal,Good,Normal,Much,Yes
Nicolas Downs,27,Female,Raised,Bad,Slow,None,No
Katrina Frost,32,Female,Normal,Bad,Normal,Much,Yes
Sophie Leach,29,Female,Normal,Good,Normal,Much,Yes
Zachary Harper,29,Female,Raised,Bad,Rushed,Much,Yes
Holden Alvarez,26,Male,Normal,Bad,Rushed,None,No
Mariela Ward,42,Male,Normal,Good,Normal,Much,Yes
Eric Cohen,28,Male,Normal,Good,Normal,Much,Yes
Heaven Rollins,50,Male,Normal,Good,Rushed,Little,Yes
Dominique Hahn,18,Male,Raised,Bad,Normal,Much,Yes
Mila King,50,Male,Normal,Good,Normal,Much,Yes
April Conrad,18,Male,Raised,Bad,Rushed,Much,No
Mario Aguilar,26,Female,Raised,Bad,Rushed,None,No
Jeffery Hendrix,39,Female,Raised,Good,Rushed,None,No
Sariah Rowe,48,Female,Raised,Good,Slow,Much,Yes
Danica Trevino,20,Male,Raised,Bad,Rushed,None,No
Shyanne Robbins,41,Male,Normal,Bad,Rushed,None,No
Jayleen Dyer,31,Female,Raised,Bad,Rushed,Much,No
Adriel Carson,31,Male,Normal,Bad,Normal,Much,Yes
London Velez,20,Male,Normal,Bad,Normal,None,No
Lola Sherman,18,Female,Raised,Good,Rushed,None,No
Esther Ferrell,44,Male,Raised,Good,Normal,Much,Yes
Darien Christian,21,Female,Raised,Good,Normal,Much,Yes
Justice Murphy,42,Male,Raised,Good,Slow,Much,Yes
Carly Alexander,25,Female,Normal,Good,Normal,Much,Yes
Titus Terry,20,Male,Normal,Good,Slow,None,No
Cornelius Mann,21,Female,Normal,Good,Normal,Much,Yes
Darius Wilkerson,31,Male,Normal,Bad,Normal,Little,Yes
Stanley Zamora,34,Male,Raised,Bad,Rushed,None,No
Harmony Ortega,22,Male,Raised,Normal,Slow,None,No
Ingrid Giles,27,Male,Normal,Good,Slow,Much,Yes
Adan Garner,28,Female,Normal,Normal,Rushed,Much,No
Kristian Wilkinson,40,Male,Raised,Good,Normal,Much,Yes
Samson Shepherd,37,Female,Normal,Good,Normal,Much,Yes
Rayne Holland,29,Male,Normal,Bad,Normal,Much,Yes
Jewel Wiley,39,Male,Normal,Normal,Slow,Much,Yes
Kali Gilbert,21,Male,Normal,Bad,Rushed,None,No
Savion Hogan,41,Female,Raised,Good,Normal,Little,Yes
Cyrus Horn,23,Male,Raised,Bad,Normal,Little,No
Belinda Stout,44,Female,Normal,Normal,Normal,Much,Yes
Harper Rios,40,Male,Normal,Normal,Normal,Normal,Yes
Aisha Smith,49,Male,Normal,Good,Normal,Much,Yes
Casey Valentine,26,Male,Raised,Normal,Normal,None,No
Lorelei Osborn,34,Female,Normal,Good,Normal,Much,Yes
Emelia Sullivan,37,Male,Normal,Good,Normal,Normal,Yes
Braedon Riley,40,Male,Raised,Bad,Rushed,None,No
Cale Booth,30,Male,Raised,Good,Normal,Much,Yes
Cailyn Oconnor,18,Female,Normal,Good,Rushed,Much,Yes
Shane Schmidt,47,Female,Normal,Normal,Normal,Little,Yes
Jadyn Mcfarland,29,Male,Raised,Normal,Normal,Much,Yes
Raven Smith,33,Female,Normal,Bad,Normal,Much,Yes
Sterling Weber,40,Male,Normal,Good,Normal,Normal,Yes
Kasen Mccoy,50,Male,Normal,Normal,Normal,Much,Yes
Zander Munoz,33,Male,Raised,Normal,Rushed,None,No
Marina Mason,25,Female,Raised,Normal,Rushed,None,No
Hannah Chandler,29,Male,Raised,Normal,Normal,Much,No
Jake Atkinson,45,Female,Normal,Bad,Rushed,Much,No
Deegan Hayden,44,Male,Raised,Bad,Rushed,Little,No
Emely Cummings,44,Female,Raised,Bad,Slow,None,No
Sheldon Riggs,31,Female,Raised,Bad,Slow,Little,No
Kareem Bean,37,Female,Raised,Good,Slow,Much,Yes
Lamont Burnett,28,Female,Raised,Bad,Rushed,Little,No
Victoria Kline,31,Male,Raised,Good,Normal,Little,Yes
Iliana Chambers,46,Male,Normal,Normal,Rushed,Much,Yes
Hayley Hogan,32,Female,Normal,Normal,Normal,None,No
Dalia Scott,44,Female,Raised,Good,Normal,Much,Yes
Joel Shea,22,Male,Normal,Bad,Rushed,None,No
Giselle Nichols,31,Female,Normal,Good,Normal,Much,Yes
Jordan Hardy,22,Male,Normal,Good,Normal,Normal,Yes
Quincy Landry,50,Male,Raised,Good,Normal,Much,Yes
Jair Stout,43,Female,Raised,Good,Normal,Much,Yes
Andrea Oneill,24,Male,Raised,Good,Rushed,None,No
Orlando Mcgrath,29,Male,Raised,Good,Rushed,None,No
Maya Gould,25,Male,Normal,Good,Slow,Much,Yes
Sherlyn Sexton,34,Female,Raised,Bad,Rushed,Much,No
Willow Fletcher,33,Male,Normal,Good,Normal,Much,Yes
Josh Bender,34,Male,Normal,Good,Slow,Much,Yes
Darnell Simpson,27,Male,Normal,Good,Normal,Much,Yes
Alec Davenport,34,Female,Raised,Bad,Slow,None,No
Cassandra Holder,42,Female,Raised,Bad,Rushed,Much,No
Braylon Ramsey,41,Female,Normal,Good,Normal,Much,Yes
Kimberly Hamilton,25,Male,Raised,Good,Normal,None,No
Dale Powers,27,Female,Raised,Bad,Rushed,Much,No
Landyn Gallagher,21,Female,Raised,Normal,Rushed,None,No
Memphis Dudley,27,Male,Normal,Good,Rushed,None,No
Noemi Cervantes,18,Female,Raised,Bad,Rushed,None,No
Gabriela Vargas,41,Female,Normal,Normal,Normal,Much,Yes
Shirley Byrd,41,Male,Normal,Normal,Normal,Much,Yes
Dominique Yu,40,Female,Raised,Good,Slow,Much,Yes
Daniella Gillespie,35,Female,Normal,Normal,Normal,None,No
Jonathan Hartman,25,Male,Normal,Good,Slow,Little,Yes
Soren Morrison,40,Male,Raised,Bad,Normal,None,No
Britney Bean,44,Female,Raised,Bad,Normal,Much,Yes
Kymani Nichols,35,Female,Raised,Bad,Rushed,None,No
Ashtyn Valentine,31,Female,Normal,Bad,Rushed,None,No
Trent Hardin,21,Female,Normal,Normal,Rushed,Much,Yes
Maren Bird,48,Female,Normal,Good,Slow,Much,Yes
Tristan Alexander,18,Male,Raised,Bad,Normal,None,No
Jaime Cummings,30,Male,Raised,Good,Slow,Much,Yes
Hailie Luna,48,Female,Normal,Good,Normal,Little,Yes
Nancy Tucker,18,Male,Raised,Good,Slow,None,No
Harmony Williamson,37,Female,Normal,Bad,Normal,None,No
Karina Ball,29,Male,Normal,Good,Normal,Much,Yes
Damarion Randolph,25,Female,Normal,Good,Rushed,Much,Yes
Lukas Baldwin,30,Male,Raised,Good,Rushed,None,No
Marina Foster,35,Female,Raised,Bad,Rushed,None,No
Bryanna Zhang,35,Male,Normal,Normal,Rushed,None,No
Braxton Miranda,18,Female,Raised,Normal,Normal,Much,No
Zaria Mayer,26,Male,Raised,Normal,Rushed,None,No
Nehemiah Glass,26,Female,Normal,Good,Rushed,Much,No
Lorelai Duarte,19,Female,Raised,Bad,Normal,None,No
Lance Hodge,27,Female,Normal,Normal,Normal,Little,Yes
Reyna Hancock,22,Male,Raised,Bad,Rushed,Little,No
Neil Roberts,33,Female,Raised,Good,Normal,Little,Yes
Cailyn Kelly,33,Female,Raised,Bad,Slow,None,No
Santiago Hale,28,Male,Normal,Good,Normal,Much,Yes
Reina Grimes,19,Female,Raised,Bad,Rushed,None,No
Angel Clark,31,Female,Normal,Good,Normal,Much,Yes
Cade Nixon,42,Male,Normal,Good,Slow,None,No
Antwan Parsons,33,Male,Normal,Good,Normal,Much,Yes
Madeline Olsen,25,Male,Raised,Bad,Rushed,None,No
Tianna Moore,19,Male,Normal,Bad,Rushed,None,No
Makenna Hardy,20,Male,Raised,Bad,Rushed,None,No
Kyleigh Avila,41,Male,Normal,Bad,Normal,Much,Yes
Ariel Jacobson,22,Male,Raised,Bad,Rushed,None,No
Sarai Day,48,Female,Raised,Normal,Normal,Much,Yes
Vanessa Ryan,31,Female,Raised,Good,Rushed,None,No
Kylan Bolton,49,Female,Raised,Good,Normal,Much,Yes
Delaney Dudley,34,Male,Normal,Good,Rushed,Much,Yes
Mariam Hunter,44,Female,Raised,Good,Normal,Much,Yes
Scott Mcmillan,20,Female,Normal,Bad,Normal,None,No
Desirae Morgan,42,Female,Normal,Good,Rushed,Much,Yes
Tiara Craig,26,Female,Normal,Good,Rushed,Normal,Yes
Jaylynn Terry,34,Female,Raised,Bad,Rushed,Much,No
Yadira Barton,27,Female,Raised,Bad,Rushed,None,No
Adalynn Underwood,24,Female,Normal,Good,Rushed,Much,No
Reese Yates,32,Female,Normal,Good,Normal,Much,Yes
Drake Graves,31,Male,Raised,Bad,Rushed,None,No
Jaden Charles,29,Male,Normal,Good,Normal,Much,Yes
Calvin Roy,24,Male,Raised,Bad,Rushed,None,No
Cayden Romero,28,Female,Raised,Bad,Rushed,None,No
Jaida Rowland,33,Female,Raised,Bad,Slow,None,No
Bruce Schaefer,33,Female,Raised,Good,Normal,Much,Yes
Haleigh Ryan,39,Male,Normal,Good,Normal,Much,Yes
Barbara Odom,41,Male,Raised,Bad,Normal,None,No
Khalil Nunez,30,Female,Normal,Good,Normal,Much,Yes
Dominique Stanton,36,Female,Raised,Normal,Slow,Much,Yes
Madden Goodwin,28,Male,Raised,Bad,Slow,None,No
Shane Bruce,37,Male,Raised,Bad,Rushed,Little,No
Barrett Simpson,39,Male,Normal,Normal,Normal,Much,Yes
Jordyn Austin,33,Male,Normal,Normal,Normal,Little,Yes
Cherish Aguirre,27,Female,Normal,Good,Rushed,Much,Yes
Angel Wilson,27,Male,Normal,Good,Rushed,None,No
Malakai Frederick,41,Female,Normal,Good,Normal,Much,Yes
Kenyon Bradford,42,Female,Normal,Bad,Rushed,Much,No
Thalia Higgins,32,Male,Raised,Good,Slow,Much,Yes
Hillary Zavala,40,Male,Normal,Good,Slow,Normal,Yes
Seamus Bruce,34,Female,Raised,Bad,Rushed,None,No
Noemi Richards,17,Male,Raised,Bad,Rushed,None,No
Jillian Day,46,Male,Raised,Normal,Rushed,Little,No
Kieran Valdez,33,Female,Raised,Bad,Rushed,Much,No
Gemma Moran,28,Female,Normal,Good,Normal,Much,Yes
Francisco Raymond,33,Female,Normal,Bad,Normal,None,No
Yamilet Macias,27,Female,Normal,Good,Rushed,Much,Yes
Mariam Hendrix,23,Female,Raised,Bad,Rushed,None,No
Rylee Huffman,17,Female,Normal,Bad,Rushed,None,No
Rodrigo Russo,31,Male,Normal,Bad,Rushed,None,No
Alexzander Weeks,39,Female,Raised,Bad,Rushed,None,No
Harold Long,45,Female,Normal,Bad,Rushed,None,No
Byron Simpson,39,Male,Normal,Good,Normal,Much,Yes
Easton Hunt,26,Male,Raised,Bad,Normal,Much,Yes
Chaim Ford,41,Male,Normal,Good,Rushed,Much,Yes
Mohammad Harmon,31,Female,Normal,Bad,Rushed,None,No
Ashtyn Palmer,31,Female,Normal,Bad,Rushed,Normal,Yes
Braedon Fischer,32,Female,Normal,Good,Normal,Much,Yes
Braden Andrade,47,Female,Normal,Good,Normal,Normal,Yes
Brynn Wright,19,Male,Raised,Bad,Rushed,None,No
Bronson House,20,Male,Raised,Normal,Normal,Much,Yes
Amelie Hill,29,Male,Normal,Bad,Rushed,None,No
Kirsten Gibson,34,Male,Normal,Bad,Slow,Much,No
Marlene Santos,44,Male,Normal,Good,Normal,Little,Yes
Kolton Mcfarland,25,Female,Normal,Bad,Rushed,None,No
Faith Lucas,17,Female,Raised,Good,Slow,Much,Yes
Jennifer Vargas,22,Female,Raised,Bad,Rushed,None,No
Milo Stone,43,Female,Raised,Good,Slow,None,No
Parker Huynh,24,Male,Raised,Good,Rushed,None,No
Arturo Johnston,20,Male,Raised,Bad,Rushed,Little,No
Edith Farley,36,Female,Raised,Good,Rushed,Much,Yes
Francisco Young,17,Female,Raised,Bad,Rushed,Little,No
Leonardo Jarvis,34,Female,Normal,Good,Normal,Much,Yes
Izabella Lutz,26,Female,Normal,Normal,Normal,Little,Yes
Haylee Moore,32,Male,Raised,Bad,Rushed,None,No
Reynaldo Mooney,41,Male,Raised,Good,Normal,Much,Yes
Harley Fox,48,Female,Normal,Normal,Normal,Much,Yes
Ross Cross,17,Male,Raised,Bad,Rushed,None,No
Kian Haas,32,Female,Normal,Good,Normal,Normal,Yes
Osvaldo Mayer,34,Male,Raised,Bad,Rushed,None,No
Daphne Williams,41,Male,Raised,Normal,Rushed,Much,Yes
Cristina Figueroa,19,Male,Raised,Bad,Rushed,None,No
Alonso Knapp,49,Male,Normal,Good,Normal,Much,Yes
Lucy Fowler,26,Female,Normal,Good,Normal,Much,Yes
Cade Rosario,49,Female,Raised,Good,Normal,Much,Yes
Deacon Carpenter,19,Male,Normal,Good,Normal,Much,Yes
Emma Hunt,38,Female,Normal,Good,Normal,Much,Yes
Leonard Sullivan,31,Male,Raised,Bad,Rushed,None,No
Chanel Jacobson,43,Female,Normal,Good,Normal,Much,Yes
Alannah Cox,33,Male,Normal,Bad,Rushed,None,No
Ronald Davila,29,Male,Raised,Good,Normal,Much,Yes
Abram Carter,18,Female,Normal,Bad,Normal,Much,Yes
Lillianna Blanchard,30,Male,Normal,Good,Normal,Much,Yes
Julio Duran,49,Female,Raised,Bad,Normal,Much,Yes
Araceli Hardy,46,Male,Raised,Good,Normal,Much,Yes
Abagail Huerta,19,Female,Raised,Bad,Rushed,Little,No
Kymani Navarro,24,Female,Raised,Normal,Rushed,Much,No
Davion Pham,39,Female,Raised,Good,Slow,Much,Yes
Taylor Berry,44,Female,Normal,Normal,Rushed,Much,Yes
Desiree Lyons,25,Female,Normal,Good,Normal,Much,Yes
Louis Fitzpatrick,24,Female,Raised,Normal,Rushed,None,No
Winston Galloway,34,Male,Raised,Normal,Rushed,Little,No
Kaiden Alvarado,33,Male,Raised,Good,Normal,Much,Yes
Jerry Mosley,25,Male,Raised,Normal,Rushed,Much,No
Raymond Eaton,29,Female,Normal,Normal,Rushed,Much,Yes
Azul Murray,23,Female,Raised,Good,Rushed,Much,No
Maria Huffman,17,Male,Raised,Good,Normal,Much,Yes
Nickolas Cline,17,Female,Raised,Bad,Rushed,None,No
Aimee Watkins,21,Male,Raised,Good,Normal,None,No
Henry Buchanan,28,Male,Normal,Bad,Normal,None,No
Susan Nash,22,Female,Normal,Bad,Slow,Little,No
Savion Stout,18,Male,Normal,Bad,Rushed,None,No
Braxton Garrett,19,Male,Raised,Bad,Slow,Little,No
Brendon Morales,25,Female,Raised,Bad,Rushed,None,No
Cassius Browning,38,Male,Normal,Bad,Slow,None,No
Lilliana Arnold,29,Female,Normal,Good,Normal,Much,Yes
Aisha Beard,31,Male,Normal,Normal,Rushed,None,No
Zoie Jones,46,Male,Normal,Normal,Normal,Much,Yes
Adison Zuniga,35,Male,Raised,Normal,Normal,Much,Yes
Jenny Orr,31,Female,Raised,Good,Slow,Much,Yes
Brock Harding,32,Male,Raised,Good,Rushed,Much,No
Harper Boone,25,Female,Normal,Good,Rushed,Little,No
Allison Watson,46,Male,Raised,Normal,Normal,Much,Yes
Zane Camacho,29,Female,Normal,Good,Normal,Much,Yes
Angelo Vang,29,Female,Normal,Good,Rushed,Much,Yes
Mitchell Eaton,29,Female,Normal,Good,Slow,Much,Yes
Gilberto Buckley,32,Male,Normal,Normal,Normal,Much,Yes
Jamar Kennedy,34,Female,Normal,Good,Normal,Much,Yes
Alejandro Wilkinson,27,Male,Normal,Normal,Rushed,Much,No
Nikhil Mcintosh,34,Female,Raised,Good,Rushed,None,No
Simon Sheppard,19,Female,Raised,Bad,Rushed,None,No
